gene	gene_symbol	alias	bp	pLI
ENSG00000144063	MALL	MALL	462	0.20188234970821
ENSG00000156928	MALSU1	MALSU1	705	1.18355115532883e-07
ENSG00000172175	MALT1	MALT1	2475	0.9844764793324
ENSG00000165072	MAMDC2	MAMDC2	2061	0.0440677989958987
ENSG00000177943	MAMDC4	MAMDC4	3414	7.14370252198277e-34
ENSG00000161021	MAML1	MAML1	3051	0.997163005333593
ENSG00000184384	MAML2	MAML2	3471	0.996472882610132
ENSG00000196782	MAML3	MAML3	3417	0.968462898203236
ENSG00000013619	MAMLD1	MAMLD1	2997	0.805850842502494
ENSG00000176909	MAMSTR	MAMSTR	1248	0.000915061321360715
ENSG00000111885	MAN1A1	MAN1A1	1962	0.657188936522238
ENSG00000198162	MAN1A2	MAN1A2	1926	0.991293934431564
ENSG00000177239	MAN1B1	MAN1B1	2100	0.00020150785633085
ENSG00000117643	MAN1C1	MAN1C1	1893	0.382737551279301
ENSG00000112893	MAN2A1	MAN2A1	3435	0.0200948085556528
ENSG00000196547	MAN2A2	MAN2A2	3453	3.02389182673841e-06
ENSG00000104774	MAN2B1	MAN2B1	3036	2.36280238090326e-13
ENSG00000013288	MAN2B2	MAN2B2	3030	2.31473794069422e-16
ENSG00000140400	MAN2C1	MAN2C1	3174	7.92843808339705e-27
ENSG00000109323	MANBA	MANBA	2640	5.94947101455575e-10
ENSG00000101363	MANBAL	MANBAL	258	0.171091618354037
ENSG00000172469	MANEA	MANEA	1389	0.0463811940689299
ENSG00000185090	MANEAL	MANEAL	1374	0.0947321030577903
ENSG00000145050	MANF	MANF	549	0.316056326345364
ENSG00000111261	MANSC1	MANSC1	1296	0.000246327515730712
ENSG00000189221	MAOA	MAOA	1584	0.989413088335484
ENSG00000069535	MAOB	MAOB	1563	0.953709035657203
ENSG00000212916	MAP10	MAP10	3144	4.81684596748621e-11
ENSG00000166963	MAP1A	MAP1A	8412	0.999949427657813
ENSG00000131711	MAP1B	MAP1B	7407	0.99998623311508
ENSG00000101460	MAP1LC3A	MAP1LC3A	378	0.729574554666952
ENSG00000140941	MAP1LC3B	MAP1LC3B	378	0.230865047334199
ENSG00000171471	MAP1LC3B2	MAP1LC3B2	378	0.0210573664588766
ENSG00000197769	MAP1LC3C	MAP1LC3C	444	0.00241602518244089
ENSG00000130479	MAP1S	MAP1S	3180	0.522602509006246
ENSG00000078018	MAP2	MAP2	5484	0.999944705136939
ENSG00000169032	MAP2K1	MAP2K1	1182	0.991110724703105
ENSG00000126934	MAP2K2	MAP2K2	1203	0.824045715934457
ENSG00000034152	MAP2K3	MAP2K3	1044	0.00150790949246859
ENSG00000065559	MAP2K4	MAP2K4	1200	0.994881718004394
ENSG00000137764	MAP2K5	MAP2K5	1347	0.634950965929147
ENSG00000108984	MAP2K6	MAP2K6	1005	0.901525775979344
ENSG00000076984	MAP2K7	MAP2K7	1260	0.97927228967184
ENSG00000095015	MAP3K1	MAP3K1	4539	0.99845322054393
ENSG00000130758	MAP3K10	MAP3K10	2865	0.983199201146356
ENSG00000173327	MAP3K11	MAP3K11	2544	0.297726550184182
ENSG00000139625	MAP3K12	MAP3K12	2679	0.999948361630552
ENSG00000073803	MAP3K13	MAP3K13	2901	0.995516754908201
ENSG00000180815	MAP3K15	MAP3K15	3942	5.32440316878527e-28
ENSG00000176601	MAP3K19	MAP3K19	3987	2.74253905115083e-15
ENSG00000169967	MAP3K2	MAP3K2	1860	0.999083482303648
ENSG00000198909	MAP3K3	MAP3K3	1974	0.998617282499067
ENSG00000085511	MAP3K4	MAP3K4	4827	0.999999499925837
ENSG00000197442	MAP3K5	MAP3K5	4125	0.968417718900998
ENSG00000142733	MAP3K6	MAP3K6	3867	8.765126391736e-13
ENSG00000135341	MAP3K7	MAP3K7	1821	0.995678935226629
ENSG00000156265	MAP3K7CL	MAP3K7CL	729	0.0104460617679175
ENSG00000107968	MAP3K8	MAP3K8	1404	0.956920580667227
ENSG00000006432	MAP3K9	MAP3K9	3357	0.9915920834122
ENSG00000047849	MAP4	MAP4	3459	0.996865807721449
ENSG00000104814	MAP4K1	MAP4K1	2502	0.992506029930532
ENSG00000011566	MAP4K3	MAP4K3	2685	0.953216191496983
ENSG00000071054	MAP4K4	MAP4K4	3720	0.99999891115017
ENSG00000171533	MAP6	MAP6	2442	0.0484716769373485
ENSG00000180834	MAP6D1	MAP6D1	600	0.0499202564475282
ENSG00000135525	MAP7	MAP7	2316	0.959870804949651
ENSG00000116871	MAP7D1	MAP7D1	2526	0.942151160827561
ENSG00000184368	MAP7D2	MAP7D2	2322	0.364137499745038
ENSG00000129680	MAP7D3	MAP7D3	2631	1.64260737858901e-06
ENSG00000164114	MAP9	MAP9	1944	1.15759646001792e-09
ENSG00000100030	MAPK1	MAPK1	1083	0.974579123921532
ENSG00000109339	MAPK10	MAPK10	1395	0.729253906596575
ENSG00000185386	MAPK11	MAPK11	1095	0.749648908262843
ENSG00000188130	MAPK12	MAPK12	1104	0.0408898373930514
ENSG00000156711	MAPK13	MAPK13	1098	1.35682880995847e-06
ENSG00000112062	MAPK14	MAPK14	1083	0.995533184445711
ENSG00000181085	MAPK15	MAPK15	1635	3.41994904397595e-12
ENSG00000168175	MAPK1IP1L	MAPK1IP1L	738	0.372612918103118
ENSG00000102882	MAPK3	MAPK3	1140	0.926362439436612
ENSG00000141639	MAPK4	MAPK4	1764	0.633733100904333
ENSG00000069956	MAPK6	MAPK6	2166	0.425855384176141
ENSG00000166484	MAPK7	MAPK7	2451	0.837642476486475
ENSG00000107643	MAPK8	MAPK8	1284	0.972291496142488
ENSG00000121653	MAPK8IP1	MAPK8IP1	2136	0.99810547568144
ENSG00000008735	MAPK8IP2	MAPK8IP2	2472	0.995725092086828
ENSG00000138834	MAPK8IP3	MAPK8IP3	4011	0.999999826731037
ENSG00000050748	MAPK9	MAPK9	1275	0.120385362916213
ENSG00000119487	MAPKAP1	MAPKAP1	1569	0.999427878408122
ENSG00000162889	MAPKAPK2	MAPKAPK2	1203	0.993646350924967
ENSG00000114738	MAPKAPK3	MAPKAPK3	1149	4.9298564294679e-05
ENSG00000089022	MAPKAPK5	MAPKAPK5	1422	0.266216125717938
ENSG00000137802	MAPKBP1	MAPKBP1	4545	0.991214446199696
ENSG00000101367	MAPRE1	MAPRE1	807	0.958189250575773
ENSG00000186868	MAPT	MAPT	2331	0.000128312556391772
ENSG00000186205	MARC1	MARC1	1014	4.72756637980769e-05
ENSG00000117791	MARC2	MARC2	1008	0.118972157819682
ENSG00000145416	MARCH1	MARCH1	870	0.563224151849275
ENSG00000173838	MARCH10	MARCH10	2427	7.84549065264881e-13
ENSG00000183654	MARCH11	MARCH11	1209	0.0114630571612928
ENSG00000099785	MARCH2	MARCH2	741	0.216492176279997
ENSG00000173926	MARCH3	MARCH3	762	0.598637077998134
ENSG00000144583	MARCH4	MARCH4	1233	0.245131267701414
ENSG00000198060	MARCH5	MARCH5	837	0.865536281064471
ENSG00000145495	MARCH6	MARCH6	2733	0.999995552442927
ENSG00000136536	MARCH7	MARCH7	2115	0.998062877167562
ENSG00000165406	MARCH8	MARCH8	876	0.017666405173194
ENSG00000139266	MARCH9	MARCH9	1041	0.306457756821897
ENSG00000155130	MARCKS	MARCKS	999	0.26249394199957
ENSG00000175130	MARCKSL1	MARCKSL1	588	0.652546129601596
ENSG00000019169	MARCO	MARCO	1563	4.31302961915799e-06
ENSG00000116141	MARK1	MARK1	2388	0.96305923648603
ENSG00000072518	MARK2	MARK2	2367	0.999711505033997
ENSG00000075413	MARK3	MARK3	2262	0.00052551840721087
ENSG00000007047	MARK4	MARK4	2259	0.999826886801614
ENSG00000166986	MARS	MARS	2703	4.8348445571107e-13
ENSG00000247626	MARS2	MARS2	1782	4.88407662348316e-06
ENSG00000152939	MARVELD2	MARVELD2	1677	9.96601926734864e-11
ENSG00000140832	MARVELD3	MARVELD3	1233	0.0012405055470419
ENSG00000130368	MAS1	MAS1	978	0.000684907196792699
ENSG00000204687	MAS1L	MAS1L	1137	0.0029568898748095
ENSG00000127241	MASP1	MASP1	2187	0.000635267923096973
ENSG00000009724	MASP2	MASP2	2061	4.53704504719739e-12
ENSG00000105613	MAST1	MAST1	4713	0.99999450949278
ENSG00000086015	MAST2	MAST2	5397	9.38473930056013e-10
ENSG00000099308	MAST3	MAST3	3930	0.995890213295575
ENSG00000069020	MAST4	MAST4	7872	0.727143516837733
ENSG00000120539	MASTL	MASTL	2640	2.1623257778317e-08
ENSG00000151224	MAT1A	MAT1A	1188	0.982428474200824
ENSG00000168906	MAT2A	MAT2A	1188	0.651130829800316
ENSG00000038274	MAT2B	MAT2B	1005	0.55914776209319
ENSG00000007264	MATK	MATK	1527	0.00294140312741426
ENSG00000162510	MATN1	MATN1	1491	0.388209103757447
ENSG00000132561	MATN2	MATN2	2871	0.000264710473331625
ENSG00000132031	MATN3	MATN3	1461	7.23943268842838e-07
ENSG00000124159	MATN4	MATN4	1746	0.000300213790414875
ENSG00000015479	MATR3	MATR3	2544	0.999584098607382
ENSG00000129933	MAU2	MAU2	1842	0.999855194342667
ENSG00000088888	MAVS	MAVS	1623	6.07128468808659e-06
ENSG00000125952	MAX	MAX	483	0.940156743996568
ENSG00000103495	MAZ	MAZ	1482	0.942609945564316
ENSG00000164430	MB21D1	MB21D1	1569	1.48742092946758e-05
ENSG00000180611	MB21D2	MB21D2	1476	0.729612996428971
ENSG00000141644	MBD1	MBD1	1968	0.887223170281873
ENSG00000134046	MBD2	MBD2	1236	0.984414084437009
ENSG00000071655	MBD3	MBD3	876	0.904421485133271
ENSG00000170948	MBD3L1	MBD3L1	585	1.11890292622885e-05
ENSG00000182315	MBD3L3	MBD3L3	627	0.210137251975275
ENSG00000204406	MBD5	MBD5	4485	0.999924408272957
ENSG00000166987	MBD6	MBD6	3012	0.924377296356268
ENSG00000151332	MBIP	MBIP	1035	1.22550888351823e-05
ENSG00000214309	MBLAC1	MBLAC1	801	0.307428612057979
ENSG00000176055	MBLAC2	MBLAC2	840	0.000199633688096302
ENSG00000152601	MBNL1	MBNL1	1167	0.969874474388362
ENSG00000139793	MBNL2	MBNL2	1104	0.971226521743085
ENSG00000076770	MBNL3	MBNL3	1065	0.793996444696158
ENSG00000172197	MBOAT1	MBOAT1	1488	2.12114201177216e-06
ENSG00000125505	MBOAT7	MBOAT7	1419	0.158989138150397
ENSG00000197971	MBP	MBP	594	0.860071576548356
ENSG00000011258	MBTD1	MBTD1	1887	0.990907304599449
ENSG00000140943	MBTPS1	MBTPS1	3159	0.0339822880507715
ENSG00000012174	MBTPS2	MBTPS2	1560	0.914903980554795
ENSG00000258839	MC1R	MC1R	954	2.49520339627217e-07
ENSG00000185231	MC2R	MC2R	894	0.0552974730297475
ENSG00000124089	MC3R	MC3R	972	0.00939576846809496
ENSG00000166603	MC4R	MC4R	999	0.000129427473106346
ENSG00000176136	MC5R	MC5R	978	0.000982701942341283
ENSG00000076706	MCAM	MCAM	1941	0.114275474127551
ENSG00000100294	MCAT	MCAT	1173	0.000560088409902643
ENSG00000171444	MCC	MCC	3060	3.0183414273489e-08
ENSG00000078070	MCCC1	MCCC1	2178	5.16346171231519e-05
ENSG00000131844	MCCC2	MCCC2	1692	4.37086993012635e-07
ENSG00000204511	MCCD1	MCCD1	360	0.00827705567478992
ENSG00000124370	MCEE	MCEE	531	0.00179972529434877
ENSG00000101977	MCF2	MCF2	3006	0.967151852754363
ENSG00000126217	MCF2L	MCF2L	3378	0.952968587369423
ENSG00000053524	MCF2L2	MCF2L2	3345	6.27588935358154e-12
ENSG00000180398	MCFD2	MCFD2	441	0.0653379247519453
ENSG00000128285	MCHR1	MCHR1	1269	0.00610705540842832
ENSG00000152034	MCHR2	MCHR2	1023	0.000147848664440153
ENSG00000143384	MCL1	MCL1	1053	0.938919976718759
ENSG00000065328	MCM10	MCM10	2628	1.59243261298124e-06
ENSG00000112118	MCM3	MCM3	2562	0.000142777452235504
ENSG00000160294	MCM3AP	MCM3AP	5943	0.949889313984497
ENSG00000104738	MCM4	MCM4	2592	0.000588222883041615
ENSG00000100297	MCM5	MCM5	2205	0.324030211250778
ENSG00000076003	MCM6	MCM6	2466	0.995348042056224
ENSG00000125885	MCM8	MCM8	2523	8.16937412053629e-09
ENSG00000111877	MCM9	MCM9	3432	0.00259502559993149
ENSG00000197771	MCMBP	MCMBP	1929	0.999122473193125
ENSG00000178460	MCMDC2	MCMDC2	2046	0.000488869428507145
ENSG00000090674	MCOLN1	MCOLN1	1743	0.320143725138133
ENSG00000153898	MCOLN2	MCOLN2	1701	2.12856998833718e-08
ENSG00000055732	MCOLN3	MCOLN3	1662	8.51129425714463e-07
ENSG00000147316	MCPH1	MCPH1	2508	5.95298530099627e-18
ENSG00000187778	MCRS1	MCRS1	1428	0.0343038392166267
ENSG00000175471	MCTP1	MCTP1	3000	0.264369410554219
ENSG00000140563	MCTP2	MCTP2	2637	3.31126355337727e-38
ENSG00000232119	MCTS1	MCTS1	549	0.811485739682177
ENSG00000156026	MCU	MCU	1056	0.968803189323221
ENSG00000050393	MCUR1	MCUR1	1080	0.151774411400239
ENSG00000137337	MDC1	MDC1	6270	0.00630896605120963
ENSG00000112559	MDFI	MDFI	741	0.129782316913874
ENSG00000112139	MDGA1	MDGA1	2868	0.997511899655565
ENSG00000272781	MDGA2	MDGA2	2184	0.982687490951704
ENSG00000139915	MDGA2	MDGA2	2184	0.982687490951704
ENSG00000014641	MDH1	MDH1	1059	0.975445914119546
ENSG00000138400	MDH1B	MDH1B	1557	1.17125803997812e-11
ENSG00000146701	MDH2	MDH2	1017	0.455376042113386
ENSG00000110492	MDK	MDK	432	0.108208626760118
ENSG00000111554	MDM1	MDM1	2145	1.70914286925956e-05
ENSG00000135679	MDM2	MDM2	1494	0.991160214164184
ENSG00000198625	MDM4	MDM4	1473	0.997379333968554
ENSG00000112159	MDN1	MDN1	16791	0.999999999999433
ENSG00000213920	MDP1	MDP1	531	0.001035376264406
ENSG00000197880	MDS2	MDS2	423	0.0414538738538927
ENSG00000065833	ME1	ME1	1719	2.27760738933909e-07
ENSG00000082212	ME2	ME2	1755	6.0368107375654e-06
ENSG00000151376	ME3	ME3	1815	4.8793032960727e-06
ENSG00000124733	MEA1	MEA1	558	0.0366477225820675
ENSG00000163875	MEAF6	MEAF6	606	0.649922387299465
ENSG00000085276	MECOM	MECOM	3351	0.997507707735281
ENSG00000169057	MECP2	MECP2	1497	0.662797570148747
ENSG00000116353	MECR	MECR	1122	0.229367773796565
ENSG00000125686	MED1	MED1	4746	0.999966843102168
ENSG00000133398	MED10	MED10	408	0.0336284401325281
ENSG00000161920	MED11	MED11	354	0.000460625388299497
ENSG00000144893	MED12L	MED12L	6438	0.999999277755916
ENSG00000108510	MED13	MED13	6525	0.999999999398011
ENSG00000123066	MED13L	MED13L	6633	0.999999985478706
ENSG00000180182	MED14	MED14	4365	0.999997518378502
ENSG00000099917	MED15	MED15	2367	0.871306608429456
ENSG00000175221	MED16	MED16	2634	0.00919853900951247
ENSG00000042429	MED17	MED17	1956	4.49210671391931e-05
ENSG00000130772	MED18	MED18	627	0.00035746570977011
ENSG00000156603	MED19	MED19	585	0.677947390505317
ENSG00000124641	MED20	MED20	639	0.460705102583686
ENSG00000152944	MED21	MED21	435	0.0483191401433434
ENSG00000112282	MED23	MED23	4107	0.393862273121858
ENSG00000008838	MED24	MED24	2970	3.45765247973972e-07
ENSG00000104973	MED25	MED25	2244	0.0577935438520174
ENSG00000105085	MED26	MED26	1803	0.92772333999169
ENSG00000160563	MED27	MED27	936	0.0127450729328773
ENSG00000118579	MED28	MED28	537	0.00629305104973861
ENSG00000063322	MED29	MED29	666	0.000762908467703071
ENSG00000164758	MED30	MED30	537	0.571069006757057
ENSG00000108590	MED31	MED31	396	0.00144420307616348
ENSG00000136146	MED4	MED4	813	0.0443199671743844
ENSG00000133997	MED6	MED6	741	0.010233735204476
ENSG00000155868	MED7	MED7	702	0.193969975089279
ENSG00000159479	MED8	MED8	906	3.2357897955171e-05
ENSG00000102802	MEDAG	MEDAG	912	0.0171178733942515
ENSG00000068305	MEF2A	MEF2A	1500	0.657326627105557
ENSG00000213999	MEF2B	MEF2B	1107	0.51503776034852
ENSG00000081189	MEF2C	MEF2C	1452	0.00241500594116064
ENSG00000116604	MEF2D	MEF2D	1566	0.99734120900375
ENSG00000103313	MEFV	MEFV	2346	1.86441908268955e-07
ENSG00000145794	MEGF10	MEGF10	3423	0.994161594238202
ENSG00000157890	MEGF11	MEGF11	3135	2.502055250484e-21
ENSG00000162591	MEGF6	MEGF6	4626	1.59486804682739e-14
ENSG00000106780	MEGF9	MEGF9	1809	0.893222690359079
ENSG00000167077	MEI1	MEI1	3825	1.01888536111987e-05
ENSG00000197889	MEIG1	MEIG1	267	0.249496475138402
ENSG00000162039	MEIOB	MEIOB	1416	5.08363447976011e-07
ENSG00000143995	MEIS1	MEIS1	1173	0.986030849758649
ENSG00000134138	MEIS2	MEIS2	1434	0.989091756091721
ENSG00000105419	MEIS3	MEIS3	1266	0.00034328307038951
ENSG00000179277	MEIS3	MEIS3P1	1266	0.00034328307038951
ENSG00000165304	MELK	MELK	1956	2.14595739956795e-07
ENSG00000162959	MEMO1	MEMO1	894	0.958368065671783
ENSG00000005102	MEOX1	MEOX1	765	0.241431365171864
ENSG00000106511	MEOX2	MEOX2	915	0.647345596599247
ENSG00000112818	MEP1A	MEP1A	2241	3.56520148325484e-05
ENSG00000141434	MEP1B	MEP1B	2106	6.96976488934832e-21
ENSG00000146834	MEPCE	MEPCE	2070	0.993953935830754
ENSG00000152595	MEPE	MEPE	1578	0.31686403311443
ENSG00000153208	MERTK	MERTK	3000	6.85867508459746e-07
ENSG00000140406	MESDC1	MESDC1	1089	0.682134522492791
ENSG00000117899	MESDC2	MESDC2	705	0.832282350881219
ENSG00000166823	MESP1	MESP1	807	0.00775455024578361
ENSG00000188095	MESP2	MESP2	1194	0.051914152087221
ENSG00000106484	MEST	MEST	1008	0.995655515587387
ENSG00000105976	MET	MET	4227	0.980847762149049
ENSG00000172878	METAP1D	METAP1D	1008	5.84165556971706e-06
ENSG00000103260	METRN	METRN	882	0.32786368441364
ENSG00000176845	METRNL	METRNL	936	0.846206646790778
ENSG00000037897	METTL1	METTL1	831	0.0237122648196856
ENSG00000203791	METTL10	METTL10	876	0.713118738536001
ENSG00000214756	METTL12	METTL12	723	0.00770122016550627
ENSG00000010165	METTL13	METTL13	2100	0.0815735593900896
ENSG00000145388	METTL14	METTL14	1371	0.717965585138144
ENSG00000169519	METTL15	METTL15	1224	9.84943617272831e-05
ENSG00000127804	METTL16	METTL16	1689	0.998955304741959
ENSG00000165792	METTL17	METTL17	1437	1.34005633827632e-07
ENSG00000171806	METTL18	METTL18	1119	0.133720907963941
ENSG00000144401	METTL21A	METTL21A	657	0.0440123129612378
ENSG00000123427	METTL21B	METTL21B	681	0.00416879955770086
ENSG00000139780	METTL21C	METTL21C	795	0.0013357158867363
ENSG00000067365	METTL22	METTL22	1215	9.61812052852403e-08
ENSG00000181038	METTL23	METTL23	573	0.780138024803487
ENSG00000053328	METTL24	METTL24	1101	0.0100496818034538
ENSG00000127720	METTL25	METTL25	1812	3.80598267062987e-07
ENSG00000087995	METTL2A	METTL2A	1137	5.40249650938796e-05
ENSG00000165819	METTL3	METTL3	1743	0.0127497754775022
ENSG00000101574	METTL4	METTL4	1419	0.000416303113372188
ENSG00000138382	METTL5	METTL5	630	0.00264481745666814
ENSG00000206562	METTL6	METTL6	855	0.000411403392979569
ENSG00000185432	METTL7A	METTL7A	735	0.00456000701866887
ENSG00000170439	METTL7B	METTL7B	735	0.495877118885622
ENSG00000123600	METTL8	METTL8	1137	7.5514313785222e-09
ENSG00000197006	METTL9	METTL9	957	0.326452974879296
ENSG00000254726	MEX3A	MEX3A	1563	0.868874179739423
ENSG00000183496	MEX3B	MEX3B	1710	0.544380003744658
ENSG00000176624	MEX3C	MEX3C	1980	0.935671602305881
ENSG00000140259	MFAP1	MFAP1	1320	0.998848637051382
ENSG00000117122	MFAP2	MFAP2	552	0.000544948399030238
ENSG00000037749	MFAP3	MFAP3	1089	0.0403541415175457
ENSG00000198948	MFAP3L	MFAP3L	1230	0.897572043830258
ENSG00000166482	MFAP4	MFAP4	840	0.832504267266803
ENSG00000197614	MFAP5	MFAP5	522	0.266020856323652
ENSG00000168958	MFF	MFF	1029	0.256360612544739
ENSG00000140545	MFGE8	MFGE8	1164	0.000374234826721979
ENSG00000147324	MFHAS1	MFHAS1	3159	0.00167823046692055
ENSG00000171109	MFN1	MFN1	2226	0.0334263595761422
ENSG00000116688	MFN2	MFN2	2274	0.999494876163907
ENSG00000100060	MFNG	MFNG	966	5.29438635179881e-07
ENSG00000235718	MFRP	MFRP	1740	1.25322929654689e-07
ENSG00000259159	MFRP	MFRP	1740	1.25322929654689e-07
ENSG00000118855	MFSD1	MFSD1	1545	1.74342510939412e-09
ENSG00000109736	MFSD10	MFSD10	1368	1.15428795554353e-07
ENSG00000092931	MFSD11	MFSD11	1350	0.0024816049335493
ENSG00000161091	MFSD12	MFSD12	1617	2.70425132999937e-08
ENSG00000168389	MFSD2A	MFSD2A	1632	0.966047102428262
ENSG00000205639	MFSD2B	MFSD2B	1494	2.78768966269118e-05
ENSG00000167700	MFSD3	MFSD3	1239	1.19634508945101e-08
ENSG00000182544	MFSD5	MFSD5	1674	0.0850426632048492
ENSG00000151690	MFSD6	MFSD6	2376	0.0311250386795606
ENSG00000185156	MFSD6L	MFSD6L	1761	9.91761160426262e-09
ENSG00000169026	MFSD7	MFSD7	1680	7.84986679765799e-12
ENSG00000164073	MFSD8	MFSD8	1557	0.000329655080309596
ENSG00000135953	MFSD9	MFSD9	1425	3.88605835106703e-06
ENSG00000174197	MGA	MGA	9198	0.999999994435079
ENSG00000137463	MGARP	MGARP	723	0.41727738835028
ENSG00000131446	MGAT1	MGAT1	1338	0.909193692574831
ENSG00000168282	MGAT2	MGAT2	1344	0.945145016711504
ENSG00000128268	MGAT3	MGAT3	1602	0.405452225748735
ENSG00000071073	MGAT4A	MGAT4A	1608	0.0263336144944795
ENSG00000161013	MGAT4B	MGAT4B	1692	0.912886623807511
ENSG00000182050	MGAT4C	MGAT4C	1437	0.00807902231908147
ENSG00000152127	MGAT5	MGAT5	2226	0.999777013685048
ENSG00000167889	MGAT5B	MGAT5B	2406	0.976498024823436
ENSG00000198408	MGEA5	MGEA5	2751	0.465076572860042
ENSG00000074416	MGLL	MGLL	942	0.00328595941699693
ENSG00000125871	MGME1	MGME1	1035	0.0131577099770871
ENSG00000170430	MGMT	MGMT	717	5.139899771487e-08
ENSG00000111341	MGP	MGP	387	0.0330111920002236
ENSG00000102858	MGRN1	MGRN1	1731	0.27057293496086
ENSG00000008394	MGST1	MGST1	468	0.012474272681403
ENSG00000085871	MGST2	MGST2	444	0.210407522892292
ENSG00000143198	MGST3	MGST3	459	0.028161660185113
ENSG00000261857	MIA	MIA	396	0.027737886730989
ENSG00000101752	MIB1	MIB1	3021	4.52161866587818e-37
ENSG00000197530	MIB2	MIB2	3213	0.00892422162899655
ENSG00000204520	MICA	MICA	999	0.001852824237631
ENSG00000135596	MICAL1	MICAL1	3204	3.6815601554638e-10
ENSG00000133816	MICAL2	MICAL2	3375	0.152188476732363
ENSG00000243156	MICAL3	MICAL3	6009	0.999997174442739
ENSG00000133808	MICALCL	MICALCL	2088	1.13414263823062e-15
ENSG00000100139	MICALL1	MICALL1	2592	0.00525383908068249
ENSG00000164877	MICALL2	MICALL2	2715	1.10606407305638e-16
ENSG00000204516	MICB	MICB	1152	0.00113139064723516
ENSG00000107745	MICU1	MICU1	1431	3.91606544336139e-08
ENSG00000165487	MICU2	MICU2	1305	4.47606988615404e-13
ENSG00000155970	MICU3	MICU3	1593	1.36306727655056e-06
ENSG00000101871	MID1	MID1	2004	0.773984744102624
ENSG00000165175	MID1IP1	MID1IP1	552	0.50464363162555
ENSG00000080561	MID2	MID2	2208	0.975554625073595
ENSG00000167470	MIDN	MIDN	1407	0.0360779360442936
ENSG00000100335	MIEF1	MIEF1	1392	0.0462408248690696
ENSG00000177427	MIEF2	MIEF2	1398	0.270864417616246
ENSG00000141741	MIEN1	MIEN1	348	0.761621204919084
ENSG00000198160	MIER1	MIER1	1698	0.98287105502995
ENSG00000105556	MIER2	MIER2	1638	0.956585322118655
ENSG00000155545	MIER3	MIER3	1650	0.998453221192732
ENSG00000125457	MIF4GD	MIF4GD	792	0.000965767949871133
ENSG00000116691	MIIP	MIIP	1167	5.62979036933577e-15
ENSG00000170854	MINA	MINA	1398	7.85638603422283e-06
ENSG00000141503	MINK1	MINK1	3999	0.999996563495982
ENSG00000173436	MINOS1	MINOS1	237	0.333098436537952
ENSG00000270136	MINOS1-NBL1	MINOS1-NBL1	546	0.0639923762610921
ENSG00000107789	MINPP1	MINPP1	1464	0.744135139510673
ENSG00000164654	MIOS	MIOS	2628	0.0129502484969717
ENSG00000100253	MIOX	MIOX	858	1.55603690098019e-11
ENSG00000135517	MIP	MIP	792	0.638303319639207
ENSG00000151338	MIPOL1	MIPOL1	1329	1.89947523243001e-05
ENSG00000167842	MIS12	MIS12	618	0.0184071774849315
ENSG00000159055	MIS18A	MIS18A	702	0.576160019675126
ENSG00000129534	MIS18BP1	MIS18BP1	3399	8.07241893341212e-06
ENSG00000099812	MISP	MISP	2040	8.6690178302665e-09
ENSG00000158411	MITD1	MITD1	750	0.00115007534048415
ENSG00000187098	MITF	MITF	1563	0.999135963711427
ENSG00000185155	MIXL1	MIXL1	699	0.0417818638293991
ENSG00000148773	MKI67	MKI67	9771	1.88393337466358e-13
ENSG00000155438	MKI67IP	NIFK	882	0.0033374627383753
ENSG00000125863	MKKS	MKKS	1713	2.12639504762676e-07
ENSG00000186260	MKL2	MKL2	3150	0.99981398405136
ENSG00000128585	MKLN1	MKLN1	2208	0.999757349359954
ENSG00000079277	MKNK1	MKNK1	1398	0.00328090593520184
ENSG00000099875	MKNK2	MKNK2	1398	4.44780646406352e-06
ENSG00000133606	MKRN1	MKRN1	1449	0.966897543145358
ENSG00000075975	MKRN2	MKRN2	1251	0.314934902996134
ENSG00000179455	MKRN3	MKRN3	1524	0.0187339175177176
ENSG00000011143	MKS1	MKS1	1680	1.10196146142099e-09
ENSG00000150051	MKX	MKX	1059	0.847043001534848
ENSG00000120215	MLANA	MLANA	357	6.82928569219647e-09
ENSG00000100427	MLC1	MLC1	1134	0.000908983526970017
ENSG00000110917	MLEC	MLEC	879	0.407856806191743
ENSG00000178053	MLF1	MLF1	900	4.19812013493577e-06
ENSG00000151725	MLF1IP	CENPU	1257	7.62036168892268e-05
ENSG00000076242	MLH1	MLH1	2271	0.487396120880659
ENSG00000119684	MLH3	MLH3	4362	0.000135541904988269
ENSG00000146147	MLIP	MLIP	1377	2.68996007457771e-09
ENSG00000143674	MLK4	MLK4	3111	0.00135587273665282
ENSG00000168404	MLKL	MLKL	1416	1.63824351055139e-12
ENSG00000130382	MLLT1	MLLT1	1680	0.986832950923418
ENSG00000078403	MLLT10	MLLT10	3207	0.99966391218437
ENSG00000213190	MLLT11	MLLT11	273	0.48856775075324
ENSG00000171843	MLLT3	MLLT3	1707	0.992696341253607
ENSG00000108292	MLLT6	MLLT6	3282	0.996672476749681
ENSG00000096395	MLN	MLN	348	0.00141049210071785
ENSG00000102539	MLNR	MLNR	1239	0.0399334531844613
ENSG00000115648	MLPH	MLPH	1803	0.00056486585911717
ENSG00000167965	MLST8	MLST8	981	0.844031669183621
ENSG00000108788	MLX	MLX	897	0.401853138665741
ENSG00000175727	MLXIP	MLXIP	2760	0.990653904679083
ENSG00000103150	MLYCD	MLYCD	1482	0.00113191551429251
ENSG00000151611	MMAA	MMAA	1257	0.214430280025573
